ID,valid,No_de_Ref,new_ref,filename,DOI,Title,Year,Journal,Pages,Issue,Abstract,Authors,Volume,Corresponding_author,Country,Country_name,journalID
1504,0,969,0,paper_19779481575f801bfc5b09f9.86759954,10.1016/j.jcat.2020.08.036,Efficient visible and NIR light-driven photocatalytic CO2 reduction over defect-engineered ZnO\/carbon dot hybrid and mechanistic insights,2020,JOURNAL OF CATALYSIS,298,,"Photocatalytic CO2 reduction with H2O over wide bandgap semiconductor-based photocatalysts is significantly limited by the low light utilization efficiency and poor activation of CO2\/H2O molecules on the photocatalyst’s surface. Herein, we demonstrate that oxygen-deficient ZnO\/carbon dot (OD-ZnO\/C) hybrid, rationally engineered with synergistically enhanced CO2\/H2O activation ability and increased light utilization efficiency, showed excellent full spectrum (UV, visible and NIR light)-driven CO2 photoreduction. Under UV–Vis-NIR, Vis-NIR and NIR light separately, the optimized sample demonstrated high quantum yields of 0.26%, 0.13% and 0.05% for CO production, yields which are considerably superior to the reported values in the literature. The synergistic effects between OD-ZnO and carbon dots for visible- and NIR-driven CO2 reduction were systematically investigated. Experimental results showed that both the defect-induced sub-band in OD-ZnO and the upconverting emission from the carbon dots effectively increased the light utilization efficiency within the UV–Vis to NIR region, and the heterojunctions formed between OD-ZnO and carbon dots promoted the efficient separation of charge carriers. Meanwhile, the defect-rich surface ensures the efficient adsorption and activation of CO2\/H2O into the key intermediate CO2–, formate, and hydroxyl species, which are effectively converted under light illumination from UV–Vis to NIR region. Based on the combined results of the CO2 photoreduction analysis and the material characterization, plausible CO2 photoreduction pathways under visible and NIR light irradiation are proposed.","Liang-Yi Lin,Chieh Liu,Tsung-TaHsieh",391,lylin@nctu.edu.tw,"TW,TW,TW",,488
1528,0,993,0,paper_12946479355fa50e888979e6.07600845,10.1016/j.jcat.2020.09.029,A hydrazone-based covalent organic framework\/iridium (III) complex for photochemical CO2 reduction with enhanced efficiency and durability,2020,JOURNAL OF CATALYSIS,49,,"Metal complexes have been one of the most promising photocatalysts for highly selective conversion of CO2 to carbon-based products. However, the aggregation-induced deactivation and narrow absorption range of sunlight impede their catalytic performance. Here, a heterogeneous photocatalytic system with a hydrazone-based covalent organic framework (COF) as photosensitizer and a metal complex [Ir-ppy] as photocatalyst is designed for efficient and durable photochemical CO2 reduction. Under visible-light irradiation, this heterogeneous system achieves CO yield of 88.6 μmol in 1 h’s reaction with the selectivity of 98%. This reactivity is 2.3 times higher than that of bare [Ir-ppy]. Significantly, comparing with the poor catalytic durability (30 min) of [Ir-ppy], the COF\/[Ir-ppy] catalyst still be active after irradiation of 7 h. The extended catalytic reactivity may result from the promoting dispersion of [Ir-ppy] on NAHN-Tp COF which restrains the aggregation-induced deactivation of [Ir-ppy]. The enhanced reactivity may originate from the efficient electron transfer from COF to [Ir-ppy] and facilitated photo-induced charge separation as evidenced by matched band alignment of COF and [Ir-ppy], steady-state photoluminescence, time-resolved fluorescence.","Si-Qi You,Jie Zhou,Meng-Meng Chen,Chun-Yi Sun,Xiang-Juan Q,Afifa Yousaf,Xin-Long Wang,Zhong-Min Su",392,suncy009@nenu.edu.cn,"CN,CN,CN,CN,CN,CN,CN,CN",,488
1533,0,998,0,paper_18949989645fae44b6075967.08973681,10.1016/j.jcat.2020.09.038,Rational one-step synthesis of cobalt clusters embedded-graphitic carbon nitrides for the efficient photocatalytic CO2 reduction under ambient conditions,2020,JOURNAL OF CATALYSIS,88,,"Metal clusters catalyst embedded in semiconductors is the key factor for an efficient photocatalyst\\r\\ntoward photocatalytic CO2 reduction. However, developing a simple method to synthesize such photocatalyst with these features has remained challenging. Herein, a rational one-step synthesis of cobalt clusters embedded in g-C3N4 layers is developed for an enhanced photocatalytic CO2 reduction. The tiny\\r\\ncobalt clusters are embedded into the g-C3N4 structure and stabilized through the interaction with\\r\\nNH2-bpy moieties. Besides, the ligands of cobalt complex can copolymerize with urea during the synthesis owing to the presence of amino groups, thus providing a direct electron transfer between carbon\\r\\nnitride and cobalt clusters, which act as the light harvester and active reduction site, respectively.\\r\\nConsequently, a volcano relationship between the CO generation rate and the cobalt clusters incorporated\\r\\ninto the carbon nitride matrix was found. Under optimized conditions, representative C3N4-0.5CoOx exhibits the very high CO generation rate of 2.6 lmol.h\u00011\\r\\n. Its apparent quantum yield of 3.2% at 420 nm and\\r\\n1.0% at 460 nm, which is one of the highest values reported so far. The finding offers new opportunities\\r\\nfor designing metal clusters catalysts toward photocatalytic CO2 reduction based on the judicious use of\\r\\nthe metal complex.","Duc-Trung Nguyen,Chinh-Chien Nguyen,Trong-On Do",392,trong-on.do@gch.ulaval.ca,"CA,CA,CA",,488
1569,0,1034,0,paper_836296356601132ec030407.20971244,10.1016/j.jece.2020.104628,BiVO4\/Cu0.4V2O5 composites as a novel Z-scheme photocatalyst for visible-light-driven CO2 conversion,2020,JOURNAL OF CHEMISTRY AND CHEMICAL ENGINEERING,104628,1,"A novel Z-scheme BiVO4\/Cu0.4V2O5 heterojunction photocatalyst have been successfully constructed by growing\\r\\nCu0.4V2O5 nanosheets on the surface of BiVO4 microplates using a simple co-precipitation method. The photocatalytic performance of BiVO4\/Cu0.4V2O5 composites for CO2 reduction was evaluated under the visible-light\\r\\nirradiation. It was revealed that the photocatalytic performance of BiVO4\/Cu0.4V2O5 composites varied with\\r\\nthe Cu0.4V2O5 content and the composites with a mass ratio of 17.8 % Cu0.4V2O5 was found to be optimal for\\r\\nphotocatalytic CO2 reduction. Especially, the optimized BiVO4\/Cu0.4V2O5 exhibited a high CO evolution rate of\\r\\n9.49 μmol g− 1 h− 1\\r\\n, which is about 4.4 times greater than that of the pristine Cu0.4V2O5. The significantly boosted\\r\\nphotocatalytic activity of BiVO4\/Cu0.4V2O5 composites is mainly ascribed to the superior charge-transport\\r\\nproperty derived from the novel Z-scheme structure.","Zeyu Duan,Xiaojun Zhao,Limiao Chen",9,chenlimiao@csu.edu.cn,"CN,CN,CN",,505
1526,0,991,0,paper_13941350825fa2716254f166.14083056,10.1016/j.jcou.2020.101270,Highly stable 3D\/2D WO3\/g-C3N4 Z-scheme heterojunction for stimulating photocatalytic CO2 reduction by H2O\/H2 to CO and CH4 under visible light,2020,JOURNAL OF CO2 UTILIZATION,101270,,"Well-designed 3D\/2D WO3\/g-C3N4 microspheres with an effective interfacial contact, synthesized through facile single step hydrothermal method, for stimulating photocatalytic CO2 reduction under visible light has been investigated. The direct growth of WO3 microspheres with g-C3N4 enables good interaction among the both semiconductors, enabling proficient charge carrier separation. Highest CO and CH4 production over WO3\/g-C3N4 of 145 and 133 μmole g−1 h−1 was achieved, 1.91 and 4.03-fold higher than using pristine g-C3N4, respectively. This enhanced photoactivity was noticeable due to the synergistic effect with the larger interfacial contact area and proficient charge carrier separation. More importantly, CH4 and CO production was increased by 2.51 and 1.64-fold with optimized H2O\/CO2 feed ratio due to efficient adsorption of both the reactants. Similarly, by replacing water with H2, CO2 reduction efficiency was increased by 1.5 and 2.6-fold higher for CO and CH4 production. The photon flux also has a significant contribution in CO2 reduction, whereas, 1.6 and 1.7-fold higher CO and CH4 production observed by increasing light intensity. The stability analysis reveals continuous production of CO and CH4 in cycles without any obvious deactivation under both the lower and higher light intensity. This work demonstrates a new approach to construct composite heterojunction and would be beneficial for further investigation in selective CO2 conversion to solar fuels.","Beenish Tahir,Muhammad Tahir,Mohd Ghazali Mohd Nawawi",41,m.tahir@utm.my,"MY,MY,MY",,513
1545,0,1010,0,paper_21203271615fb4ede60ebe50.97319903,10.1016/j.jcou.2020.101262,Photocatalytic CO2 reduction over postcalcinated atomically thin TiO2 nanosheets: Residual carbon removal and structure transformation,2020,JOURNAL OF CO2 UTILIZATION,101262,,"Postcalcination has usually been used to remove organic residues from atomically thin two-dimensional (2D)\\r\\nsemiconductor materials for CO2 photoreduction, while the effect of calcination on their structure and photocatalytic\\r\\nactivity has remained unclear yet. In this work, the structure transformation of atomically thin 2D\\r\\nTiO2(B) nanosheets during calcination was analyzed, and the structure-function relationship was studied. The\\r\\nresults show that after calcination at 350 °C in air for 10 h, hierarchical assembly of 2D TiO2(B) nanosheets was\\r\\ncollapsed into a uniform structure and the TiO2(B) nanosheets were decomposed into interconnected highcrystallinity\\r\\nanatase nanoparticles. The morphology\/phase transformation enhanced the chemical binding and\\r\\nactivation of CO2, and promoted the transfer\/separation of photogenerated charges, resulting in the improved\\r\\nCO2 photoreduction activity. This work aimed to show the importance of precise control over the postcalcination\\r\\ntreatment for atomically thin 2D materials.","Liangchen Dong,Zhuo Xiong,Yuming Zhou,Jiangting Zhao,Youzi Li,Junyi Wang,Xiaoxiang Chen,Yongchun Zhao,Junying Zhang",41,zxiong@hust.edu.cn,"CN,CN,CN,CN,CN,CN,CN,CN,CN",,513
1434,0,899,0,paper_17591688085f08139f199fb1.06743596,10.1016/j.jcis.2020.06.035,Enhanced light utilization efficiency and fast charge transfer for excellent CO2 photoreduction activity by constructing defect structures in carbon nitride,2020,JOURNAL OF COLLOID AND INTERFACE SCIENCE,574,,"Defect structure is one of the crucial factors for enhancing the catalytic activities of photocatalysts. However, rational design and construction of defect structures in catalysts to meet the aim of enhancing photocatalytic performance in a simple and cost-effective way is still a challenge. In this contribution, we report a strategy to construct defect structures in graphitic carbon nitride (g-CN) by simple copolymerizing of urea with polyethyleneimine (PEI). Among the prepared catalysts, u-0.05PEI presents the best photocatalytic activity for CO2 reduction, with CO and CH4 yields of 32.86 and 1.68 μmol g−1 in 4 h, which is about 3.2 and 2.5 times higher than that of g-CN, respectively. Characterization results show that both C and N defects are formed in the newly prepared catalysts. The C defects on the surface of u-xPEI result in the formation of more amino groups which are beneficial for CO2 adsorption. Meanwhile, the N defects inside the samples lead to the generation of midgap states between the valance band and conduction band of u-xPEI. The midgap states greatly enlarge the light absorption extent, and enable the use of light with energy lower than the intrinsic absorption of g-CN in the photoreduction of CO2. As confirmed by DRS, EPR, PL analysis, the excellent catalytic activity of u-0.05PEI is mainly attributed to the remarkably improved light utilization efficiency and fast charge transfer. Moreover, the reaction is performed in water without any additive or organic solvent, which makes it environmentally friendly.","Xianghai Song, Xinyu Zhang, Xin Li, Huinan Che, Pengwei Huo, Changchang Ma, Yongsheng Yan, Guoyu Yang*",578,ygy@bit.edu.cn,CN,,514
1461,0,926,0,paper_10191149775f3e8d6cd46597.35021956,10.1016/j.jcis.2020.06.103,Facile polyol-triggered anatase–rutile heterophase TiO2-x nanoparticles for enhancing photocatalytic CO2 reduction,2020,JOURNAL OF COLLOID AND INTERFACE SCIENCE,872,,"Solar-driven CO2 photoreduction into fuels has great potential in addressing the environmental and energy crisis. Heterophase TiO2 has attracted increasing attention in photoenergy applications owing to its fascinating properties, but much more attention has been paid on photodegradation and photocatalytic water splitting than that of photocatalytic CO2 reduction. Herein, anatase–rutile heterophase TiO2 nanoparticles with oxygen vacancy (TiO2-x) were successfully synthesized by involving proper amounts of polyols (EG, DEG, TEG, etc.) into the reaction system. The heterophase TiO2-x nanoparticles could accelerate the electron-hole separation and exhibit superior photocatalytic activity for reducing CO2 into methane. This work offers an alternative approach to simply fabricate TiO2-x-based heterophase photocatalyst towards efficient CO2 photoreduction.","Jinyan Xiong,Mengmeng Zhang,Gang Cheng",579,gcheng@wit.edu.cn,"CN,CN,CN",,514
1491,0,956,0,paper_4960042685f6859c085f005.05274346,10.1016/j.jcis.2020.08.047,Ultrathin 2D Ti3C2 MXene Co-catalyst anchored on porous g-C3N4 for enhanced photocatalytic CO2 reduction under visible-light irradiation,2020,JOURNAL OF COLLOID AND INTERFACE SCIENCE,647,,"Constructing an efficient photocatalyst is critical for photocatalytic carbon dioxide (CO2) into valuable fuel. Herein, a high-efficiency catalyst was synthesized by a simple one-step electrostatic self-assembly method, in which Ti3C2 (TC) was anchored on porous g-C3N4 (PCN) with rich –NHx via NHx-Ti bond. Such a chemical interaction made the optimized TC\/PCN-2 with 2 wt% loading of Ti3C2 possess highest CH4 production (0.99 μmol·h−1·g−1catalyst) under visible light (>420 nm), which was 14 times higher than that of pure PCN (0.07 µmol·h−1·gcatalyst−1) at the same condition. More importantly, the TC\/PCN-2 photocatalyst still maintained satisfied activity after four cycles. Besides the formation of NHx-Ti chemical bonding and superior conductivity of Ti3C2 as a co-catalyst, which facilitated interfacial charges separation and migration, the exceptional performance could also attribute to the enhanced CO2 adsorption\/activation and improved light-harvesting capability. This work provided a potential application in energy conversion with MXene as an efficient co-catalyst.","Juanmin Hu,Jie Ding,Qin Zhong",582,zq304@mail.njust.edu.cn,"CN,CN,CN",,514
1535,0,1000,0,paper_17050410325fafafa6c67ce7.89517786,10.1016/j.jcis.2020.10.048,Efficient interfacial charge transfer of 2D\/2D porous carbon nitride\/bismuth oxychloride step-scheme heterojunction for boosted solar-driven CO2 reduction,2020,JOURNAL OF COLLOID AND INTERFACE SCIENCE,0,,"Heterostructured photocatalysts are promising candidates in the photocatalysis field, and the heterojunction plays a vital role in the separation of spatial charge carriers. Here, a heterojunction was fabricated by the in situ growth of ultrathin Bi12O17Cl2 (BOC) nanosheets (NSs) onto porous g-C3N4 (PGCN) NSs. The NSs’ nanostructure can effectively shorten the diffusion path of charge carriers and thus promote interfacial charge migration, which can improve the surface photocatalytic activity. The X-ray photoelectron spectroscopy spectra and the experimental measured Fermi level (EF) indicate that electrons transfer from PGCN to BOC, which leads to the formation of the built-in electric field with the orientation from PGCN to BOC. Driven by the built-in electric field, the charge carriers transfer through a step-like pathway. This step-scheme porous g-C3N4\/Bi12O17Cl2 (PGCN\/BOC) heterostructured nanocomposite displays an enhanced photocatalytic performance compared with pure BOC and PGCN. This work provides new insight into the novel construction of a step-scheme heterojunction toward photocatalytic CO2 reduction.","Yao Huo,Jinfeng Zhang,Zhongliao Wang,Kai Da,Chengsi Pan,Changhao Liang",0,daikai940@chnu.edu.cn,"CN,CN,CN,CN,CN,CN",,514
1539,0,1004,0,paper_13937176855fb29a08ba9db0.07644444,10.1016/j.jcis.2020.10.056,Enriched oxygen vacancies of Cu2O\/SnS2\/SnO2 heterostructure for enhanced photocatalytic reduction of CO2 by water and nitrogen fixation,2020,JOURNAL OF COLLOID AND INTERFACE SCIENCE,0,,"When two semiconductors are electronically coupled, their photocatalytic performance can be greatly\\r\\nenhanced. Herein, we formed a heterostructure between Cu2O and SnS2\/SnO2 nanocomposite using a\\r\\nsolvothermal reactor, which reduced CO2 by H2O at ambient conditions to produce CO, H2, and CH4.\\r\\nWith inclusion of Cu2O, apparent quantum yield, a measure of photoactivity, has increased from 7:16%\\r\\nto 8:62%. Also, the selectivity of CH4 over CO was approximately 1.8-times higher than that of SnS2\/\\r\\nSnO2. Interestingly, the as-synthesized catalysts were able to fix N2 to NH3 under light illumination at\\r\\nambient conditions. Dissecting the mechanism into basic steps, it is shown that oxygen vacancies within\\r\\nthe catalysts act as trapping sites for photo-induced charge carriers which strongly influenced the reactivity and selectivity of product. Additionally, oxygen vacancies act as active sites to chemisorb nitrogen\\r\\nmolecules, which follow associative steps to generate NH3. In absence of sacrificial agent, the NH4\\r\\n+ generation rate was66:35lmol:g1h1 for Cu2O\/SnS2\/SnO2, which is 1.9-fold higher than SnS2\/SnO2.\\r\\nFormation of a p-n heterojunction between Cu2O and SnS2\/SnO2 nanocomposite offered favorable photoreductive potentials and high stability, mainly owing to their intimate interfacial contact. The results\\r\\nclearly illustrate a promising strategy to use oxygen vacancies rich heterostructure for wide application\\r\\nin photocatalysis.","Niwesh Ojha,Abhinav Bajpai,Sushant Kumar",0,sushantkumar@iitp.ac.in,"IN,IN,IN",,514
1588,0,1048,0,paper_67662997602e39a8f3b7c0.53131319,10.1016/j.jcis.2020.12.110,MOF-derived synthesis of MnS\/In2S3 p-n heterojunctions with hierarchical structures for efficient photocatalytic CO2 reduction,2021,JOURNAL OF COLLOID AND INTERFACE SCIENCE,547,,"Photoreduction of CO2 to valuable fuels with semiconductor photocatalysts is a good solution to the problems of global warming and energy crisis. Creation of hybrid nanomaterials with hierarchical and\/or\\r\\nheterojunction structures is beneficial to develop efficient photocatalysts for CO2 reduction. Herein we\\r\\npresent a convenient method to obtain a hybrid photocatalyst consisting of MnS and In2S3 nanosheets\\r\\nwith assembled hierarchical structures through using Mn2+-loaded MIL-68(In) submicro-rods as templates. Owing to the dispersive Mn2+ and In3+ ions in templates, numerous small p-n heterojunctions\\r\\nof MnS\/In2S3 could be simultaneously produced in each hierarchical particle. The p-type MnS and ntype In2S3 with an original type II band alignment can create a stronger built-in electric field after the\\r\\nformation of p-n heterojunctions, which is favorable for charge separation and migration to catalyst surface. The prepared MnS\/In2S3 heterojunctions show an 4-fold higher photocatalytic activity toward CO2\\r\\nreduction than pristine MnS and In2S3. The MnS\/In2S3 hierarchical structures were well characterized and\\r\\ntheir working mechanism was explored. This work demonstrates a facile strategy to create efficient\\r\\nhybrid photocatalysts with both hierarchical structures and p-n heterojunctions for photocatalytic\\r\\napplications.","Jun Tan,Mengshi Yu,Zhenzhi Cai,Xiaodan Lou,Jin Wang,Zhengquan Li",588,zqli@zjnu.edu.cn,"CN,CN,CN,CN,CN,CN",,514
1570,0,1035,0,paper_1866191186011430b138b92.70238776,10.1016/j.jechem.2020.10.038,3D hierarchical architecture collaborating with 2D\/2D interface interaction in NiAl-LDH\/Ti3C2 nanocomposite for efficient and selective photoconversion of CO2,2020,JOURNAL OF ENERGY CHEMISTRY,9,,"Photocatalytic conversion of CO2 into a special chemical fuel with high yield and\\r\\nselectivity is still a major challenge. Herein, a 3D hierarchical NiAl-LDH\/Ti3C2 MXene\\r\\n(LDH\/TC) nanocomposite is constructed through in situ loading of Ti3C2 nanosheets\\r\\non the NiAl-LDH scaffold during the hydrothermal process. The formation of a uniform\\r\\nand well-defined 2D\/2D heterogeneous interface can be realized by optimizing the ratio\\r\\nof Ti3C2 and the precursors for NiAl-LDH. The 3D hierarchical scaffold with high\\r\\nspecific surface area contributes to the favourable photon adsorption and utilization.\\r\\nThe intimate contact between Ti3C2 and NiAl-LDH with numerous interfaces\\r\\neffectively promotes the separation of the photoinduced electron-hole pairs in NiAlLDH. Together with the highly exposed oxidation-reduction active sites and the\\r\\nenhanced CO2 capture and activation. The maximum photocatalytic CO production rate\\r\\non NiAl-LDH\/Ti3C2 reaches 11.82 μmol g−1 h−1 with 92% selectivity and superior\\r\\nstability. This work provides an effective approach for the development of an ideal \\r\\n2\\r\\nphotocatalyst by collaborative utilization of materials with different dimensionalities.","Qunrong Shi,Xiaoyue Zhang,Yong Yang,Junjie Huang,Xiaolong Fu,Tianyu Wang,Xiaodong Liu,Aiwu Sun,Jianhua Ge,Yong Zhou, Zuliang Liu",59,yychem@njust.edu.cn,"CN,CN,CN,CN,CN,CN,CN,CN,CN,CN",,526
1424,0,889,0,paper_17066167745ef30e6f512206.04553777,10.1016/j.jece.2020.103887,Influence of oxygen vacancies on the performance of ZnO nanoparticles towards CO2 photoreduction in different aqueous solutions,2020,JOURNAL OF ENVIRONMENTAL ENGINEERING,103887,4,"CO2 photoreduction is a promising technique for fuel production using semiconductors as photocatalysts. However, introducing defects on the crystal structure of the photocatalysts affects greatly on its photocatalytic activity. In this regard, defected ZnO nanoparticles were synthesized at 300, 350, and 400 °C by thermal decomposition method. XPS data revealed the presence of oxygen vacancies for ZnO samples. These results were furtherly confirmed by Raman, FTIR, and SEM analysis. It was pointed out that Methanol was the major attainable product through the photochemical reduction of CO2 under UV-light. Importantly, the created oxygen vacancies have played a dynamic role in facilitating the charge transfer rather than recombination sites, hence improving the catalytic activity. The highest efficiency was detected over ZnO sample prepared at 350 °C using HCO3− anion in aqueous solution with about 113 umol\/g maximum yield of methanol. Different scenarios were discussed implying the synergic effect of anion type and oxygen vacancies. A hypothesis investigation of the reaction mechanism of CO2 photoreduction over ZnO was proposed.","M.Hegazy, R.A.Geioushy, S.M.El-Sheikh, Ahmed Shawky, S.El-Sherbiny, Abdel Hakim, T.Kandil",8,selsheikh2001@gmail.com,EG,,538
1507,0,972,0,paper_19154058115f85a67035e369.58606317,10.1016/j.jhazmat.2020.124019,Ag and TiO2 nanoparticles co-modified defective zeolite TS-1 for improved photocatalytic CO2 reduction,2020,JOURNAL OF HAZARDOUS MATERIALS,124019,,"Photocatalytic CO2 reduction into fuels has been an attractive research topic. Herein, Ag and TiO2 nanoparticles\\r\\nco-loaded zeolite TS-1 (Ag–TiO2\/TS-1) were synthesized by the ion-exchange and subsequently in-situ photodeposition\\r\\nmethod. The obtained Ag–TiO2\/TS-1 sample has a high surface area and rich Ti3+-Vo defects and as\\r\\nwell as highly dispersed Ag nanoparticles. As expected, the sample Ag–TiO2\/TS-1 not only shows high CO2\\r\\nadsorption capacity, but also improves the separation efficiency of photogenerated electron-hole pairs. As a\\r\\nresult, only CO and CH4 can be detected on the sample Ag–TiO2\/TS-1 in the photocatalytic CO2 conversion, and\\r\\nthe competing H2 evolution can be completely suppressed, suggestive of its high selectivity. The super photocatalytic\\r\\nactivity toward CO2 reduction can be ascribed to the synergistic effect among highly dispersed Ag\\r\\nnanoparticle, the support zeolite TS-1 and TiO2 with highly exposed {101} planes.","Yuanyuan Sun,Guohui Li,Yun Gong,Zhenfan Sun,Heliang Yao,Xiaoxia Zhou",403,hlyao@mail.sic.ac.cn,"CN,CN,CN,CN,CN,CN",,551
1541,0,1006,0,paper_8946921105fb3928200a995.50647840,10.1039/D0TA07072F,Efficient photocatalytic CO2 reduction mediated by transitional metal borides: metal site dependent activity and selectivity,2020,JOURNAL OF MATERIALS CHEMISTRY,0,41,"The search for novel and low-cost cocatalysts that can achieve high efficiency meanwhile\\r\\nmaintain high selectivity in photocatalytic CO2 reduction is highly desirable yet remains\\r\\nPage 1 of 23 Journal of Materials Chemistry A\\r\\nJournal of Materials Chemistry A Accepted Manuscript Published on 01 October 2020. Downloaded by UNSW Library on 10\/1\/2020 8:54:41 AM. View Article Online DOI: 10.1039\/D0TA07072F\\r\\n2\\r\\nchallenging. Herein, we demonstrate that transitional metal borides (TMBs) Ni3B, Co3B and\\r\\nFe2B can serve as effective and low-cost cocatalysts to enhance the performance of\\r\\nphotocatalytic CO2 reduction under visible light, while other TMBs (TaB2, NbB2 and MoB) are\\r\\nalmost ineffective. The performance of photocatalytic CO2 reduction depends on the metal site\\r\\nin TMBs, among which Ni3B exhibits the highest selectivity and activity than those of other\\r\\nTMBs. Specifically, Ni3B exhibits a CO evolution rate of 157.7 µmol h-1 with selectivity of\\r\\n93.0% in the presence of [Ru(bpy)3]Cl2 as light absorber under visible light, representing the\\r\\nstate-of-the-art cocatalyst. The excellent activity of Ni3B can be ascribed to its metallic feature\\r\\nthat can bring efficient transport of photogenerated electrons from light absorber, as well as the\\r\\nunique Ni-B bond that acts as electron accumulator to provide abundant long-lived electrons to\\r\\nbe injected into the Ni0\\r\\n active sites for the activation of CO2. These findings may provide the\\r\\nprinciple guidance for the search and design of efficient cocatalytic materials and systems for\\r\\nsolar energy conversion.","Li Shi,Pei Wang,Qi Wang,Xiaohui Ren,Fumihiko Ichihara,Wei Zhou,Hongwei Zhang,Yasuo Izumi,Ben Cao,Jinhua Ye",,Jinhua.YE@nims.go.jp,"JP,CN,JP,JP,JP,JP,JP,JP,CN,JP",,564
1432,0,897,0,paper_11543367625efdddf5506a37.75696111,10.1039/D0TA02102D,Ferroelectric polarization and thin-layered structure synergistically promoting CO2 photoreduction of Bi2MoO6†,2020,JOURNAL OF MATERIALS CHEMISTRY A,0,18,"Photocatalytic CO2 reduction for producing solar fuels is promising but severely restricted by the fast recombination of photogenerated electrons and holes and insufficient reactive sites of photocatalysts. Formation of an internal electric field is an effective route for facilitating charge separation, and two-dimensional structure construction is beneficial to increasing catalytic sites. Herein, ultrathin Bi2MoO6 nanosheets with strong ferroelectricity were prepared by a combined CTAB-assisted hydrothermal and corona poling post-treatment process for synergistically improving the CO2 photoreduction activity. Without sacrificial agents and co-catalysts, the polarized Bi2MoO6 ultrathin nanosheets demonstrate a remarkable CO2 reduction activity for CO production with a rate of 14.38 μmol g−1 h−1 in the gas–solid system, over 10 times enhancement than that of bulk Bi2MoO6. The combined strategies considerably promote the separation of photogenerated electrons and holes and enrich the reactive sites for CO2 adsorption, which co-boost the photocatalytic CO2 reduction performance of Bi2MoO6. In addition, a synergistically enhanced effect between corona poling and thin-layered structure was disclosed. This work provides corona poling as an efficient route for promoting charge separation of particulate photocatalysts, and offers new insights into synergistically improving the CO2 photoreduction activity.","Shuguan Li, Liqi Bai, Ning Ji, Shixin Yu, Sen Lin, Na Tian*, Hongwei Huang*",0,hhw@cugb.edu.cn,CN,,565
1459,0,924,0,paper_412069775f3d3048653978.93043505,10.1039/D0TA01310B,Vacancy mediated Z-scheme charge transfer in a 2D\/2D La2Ti2O7\/g-C3N4 nanojunction as a bifunctional photocatalyst for solar-to-energy conversion†,2020,JOURNAL OF MATERIALS CHEMISTRY A,13241,26,"The rational design of low-dimensional heterostructures with defects is a effective way to tackle the sophisticated challenge of harvesting solar energy to generate clean fuels such as H2 and C1 products. Herein, we designed 2D\/2D La2Ti2O7\/g-C3N4 nanocomposites with abundant oxygen vacancies as an efficient visible light-driven bifunctional photocatalyst for H2 evolution and CO2 reduction reactions. Through both experimental and DFT study, a defined oxygen vacancy in La2Ti2O7 was confirmed. The oxygen vacancy mediated Z-scheme mechanism verified by ESR analysis plays a significant role in the generation of clean fuels, leading to H2, CH3OH and CO generation with a much higher yield than that of defective La2Ti2O7 and g-C3N4 alone. These 2D\/2D nanojunction induces a rapid electron injection from the defect sites of La2Ti2O7 nanosheets to g-C3N4 nanosheets and prolong the charge carriers\\' lifetime, thereby leading to high reducing power for clean fuel generation.","Kai Wang,Lisha Jiang,Xiaoyong Wua,Gaoke Zhang",8,gkzhang@whut.edu.cn,"CN,CN,CN,CN",,565
1579,0,1044,0,paper_7983853906013c623f115c0.01999450,10.1039/D0TA10278D,Structure-dependent iron-based metal-organic frameworks for selectively CO2-to-CH4 photocatalytic reduction,2020,JOURNAL OF MATERIALS CHEMISTRY A,25850,,"Visible-light driven reduction of carbon dioxide (CO2) to methane (CH4) is a challenge in the photocatalytic reaction system. Herein, two Fe-based metal–organic frameworks (MOFs) MIL-100(Fe) and MIL-101(Fe) with single-trimetallic clusters but distinct organic ligands were employed to explore the structure-dependent CO2 conversion performance. Compared with MIL-101(Fe), MIL-100(Fe) exhibits superior catalytic activity and selectivity for CH4 generation under visible-light irradiation via a solvent-free route. This is the first report that MIL-100(Fe) finishes the photoreduction of CO2 into CH4. Importantly, the plausible conversion pathways of the reaction were given by density functional theory (DFT) calculations. This work furnishes new direction for constructing MOFs to achieve CO2-to-CH4 conversion.","Xiao-Yao Dao,Jin-Han Guo,Xiao-Yu Zhang,Shi-Qing Wang,Xiao-Mei Cheng,Wei-Yin Sun",8,sunwy@nju.edu.cn,"CN,CN,CN,CN,CN,CN",,565
